X	Y
-0,593382501	0,287732299
1,206458918	7,7516591
-0,789224267	1,340636114
2,041709191	4,339609981
-0,059687799	0,383424945
-0,67464246	0,843186036
0,673430852	7,397038173
1,136622534	6,817873528
0,227162813	7,240598228
0,332715108	6,634276059
0,195529091	7,376446543
-0,331776696	0,895829261
0,225406646	0,372361948
-0,495252595	1,007346383
-0,817054039	0,441571004
0,882925959	7,538613886
0,626378696	3,669836608
-0,210956652	7,25814952
0,367032381	7,614336832
-0,052559402	6,816408376
0,472499455	4,70180496
-0,457079451	0,433075333
0,626155726	4,143769428
1,760782837	3,8697579
-0,076463478	1,000198675
1,613770867	3,551880541
1,855409966	4,620000541
-0,046642494	6,861102224
1,882868214	3,458629789
-0,812486286	1,232105248
0,564815571	7,068356959
-0,660278266	0,596947006
-0,952656841	0,880907447
1,905944211	4,441299284
0,500647455	4,885570964
1,367796723	3,806198573
1,465918609	3,667026117
0,905684051	7,694452592
-0,444719227	0,713831047
-0,507585989	-0,135688349
1,050174232	7,545159321
-0,944047932	0,865467158
1,996068169	3,846424179
0,804888876	7,318648675
-0,095431874	6,702746458
2,193450093	4,103935158
-0,344795535	7,269409737
-0,466710941	7,447745512
0,197238207	7,556641508
-0,62070335	7,797502124
-0,182683976	0,519340036
0,769588908	4,567552597
-0,147194852	1,541407701
2,647984872	4,243427438
-0,717955678	0,327119239
1,785823772	3,696771253
0,859718046	7,491708656
0,374182331	4,688778179
-0,239576742	0,289936273
-0,103463778	0,583055017
1,303667349	6,903636267
0,25434486	7,200522797
1,249884323	3,396916034
-0,398433463	7,466347279
0,99955312	3,675587175
0,507521113	3,639757094
-0,58461824	1,170484292
-0,299266736	7,579163033
-0,268262119	7,133894309
-0,162890892	1,264491929
1,61318023	3,491711129
-0,67529048	0,857566487
0,09953035	1,037481027
1,595323297	7,077249174
-0,458109678	1,072026602
-0,522547577	0,846592032
-0,670567846	0,270709524
-0,687528395	7,132929021
1,405016417	6,697304452
0,543451142	7,141378941
-0,228087236	0,633368244
2,026686977	3,231135133
-0,976007011	1,059648806
0,921262923	7,392759666
2,001141065	4,009565657
0,488032977	6,642214519
1,679269927	6,829280689
-0,009450971	0,314859061
-0,468381881	7,357496355
0,282038882	3,71287871
1,110475668	6,691369948
1,793137291	7,7029684
2,166639822	4,792999518
-0,32365625	0,329907839
-0,324384094	0,920510074
-0,194073904	0,717771497
-1,406043253	1,256098711
-0,469826271	7,122923612
1,070914071	3,949418
0,254848769	6,972714908
-0,669536975	0,768123282
1,690356243	3,709242947
-0,369036645	0,494615756
-0,183302311	1,39529942
-0,600226686	0,242134156
0,140516851	0,364832239
1,130178412	7,356226073
2,057419324	4,423919127
0,870619339	4,414942276
1,048823201	6,987931704
1,52423145	7,336801084
0,584206401	3,871242874
0,465981491	7,595707573
-0,6500139	0,434653409
0,245567702	7,246319677
2,002955009	4,253683486
1,446740874	3,597062879
-0,592571489	0,887387649
1,526275894	3,672120664
-0,395897219	0,821922105
0,447590988	7,527819014
1,094799237	3,248483217
1,041178819	6,857780291
0,113714139	6,902694158
1,272060807	7,126584708
2,122662783	4,159480343
1,165738841	7,66324271
-0,801465544	1,155053439
-1,19857086	0,299584426
-0,499598092	1,019124837
0,617653361	7,837971554
-0,221566209	7,573948781
1,474742779	4,140211096
-0,252295075	0,549302428
0,062180671	7,041864561
0,192991593	6,929025138
0,871887053	6,846983355
0,865443325	4,437718346
0,616151947	7,461228267
1,339364412	3,769418247
-0,482800326	1,464947624
-0,582099545	6,925947971
0,148683373	6,505458607
0,129896728	7,276449835
0,325206414	7,277586154
0,401528237	7,35503535
1,755765425	4,348619084
-0,290451664	6,436126043
0,366134012	6,745522376
-0,911861085	0,264360542
1,039243472	7,347181218
-0,333544555	0,997571046
-0,214627155	6,923176816
2,047952131	3,844168706
1,555198397	3,180217972
0,498625122	7,209705647
2,184593381	4,288671187
-0,55815121	1,102812479
-0,486325442	0,547673977
1,457407654	4,22169458
-1,169279218	0,161739216
-1,284903782	0,32863407
-0,706342442	0,159386978
-0,844381466	0,748360932
-0,541601408	0,934783112
2,464315042	4,048861426
0,876853671	7,232059078
-0,806192338	1,402367601
1,72249838	3,578140544
1,228421788	4,25965366
1,989708905	3,862457726
-0,608141801	0,203178688
2,437532309	4,394366523
2,026988024	3,623919164
-0,914353823	1,261886922
0,032333795	0,051910135
0,651662207	7,327457921
1,130917187	7,731621819
1,267262897	7,610252337
1,123817669	4,013256273
-0,748946961	1,094726199
0,490771819	7,452829805
0,760406388	3,207382923
-0,361506329	1,055875668
1,332544351	7,184856981
-0,198826653	0,862536905
0,533498175	6,605117416
-0,440948014	1,026529803
-0,62832843	0,679542903
-1,033483956	0,846229637
1,089247066	3,34281138
0,498255466	4,246606802
-0,760823502	1,262384093
1,426441029	7,31197601
-0,630698886	6,734585324
1,067636901	3,367609435
0,849660463	6,826984933
0,159978399	0,108842836
-1,296794881	0,443934996
0,665209908	7,103027478
-0,133924848	0,371384257
2,63549008	3,981491454
-1,376049446	1,079904323
0,148483603	7,307832505
1,28239077	7,014779403
-0,256891648	0,71735925
1,056790274	6,510321417
0,766242539	6,842648921
0,352625738	6,871270651
1,485589329	6,721302518
0,954881992	7,486413929
1,352770075	6,95150677
2,728359012	4,000426508
0,966900846	6,984262449
0,174911817	7,378134583
-1,078186557	0,882818905
-1,103879206	0,278891073
0,445215179	7,571229887
-0,112014338	1,50433339
1,834091616	3,968428838
-0,692815625	-0,014888872
1,531423475	4,510242465
1,501568092	7,30100168
-0,533172176	1,513203138
-0,781690042	1,143601488
0,788788336	4,908540968
1,462181596	4,256822304
1,301694127	4,219432877
0,265398838	-0,093752497
0,775282322	3,959125841
-0,920637056	0,531519819
0,330191317	7,859792056
-0,418009333	-0,169156134
0,14311457	7,289132922
1,551224922	3,367710152
0,720390383	7,06446672
1,020874563	3,920052252
-0,017887353	1,399016312
1,565894634	3,394425631
1,621113234	4,133666845
0,16973351	1,367866408
1,80364825	3,45539887
0,210288971	1,335373913
-0,07869323	0,12518769
1,283401102	7,361506986
0,94384748	7,203949651
0,703703575	7,260587191
-0,582705286	1,082938848
-0,181931315	7,356138092
0,73265866	6,792723153
-0,115715728	7,651234314
2,000162763	5,044091593
1,452155585	4,036994079
-0,454372558	0,781329611
0,218691787	6,683589977
1,333013251	4,440194545
2,113335747	4,591159448
-0,215361709	0,404977637
-0,645577202	0,420167844
1,570641381	4,757872862
0,17567146	7,197537469
-0,368909164	1,412214485
-0,214387052	0,714519236
-0,547734446	0,938100864
1,557723553	6,700584997
0,317160888	7,004215447
1,588877142	4,363976134
2,08004243	4,56851306
0,902607033	4,34449143
0,327072536	0,729288098
1,549624489	7,737769432
0,899105049	6,913881192
-0,686208821	0,577048363
0,144519883	7,281890207
-0,251736275	1,092495107
-0,721312124	1,337009851
0,086366738	6,698059446
-0,857541605	1,123733991
-1,257028772	0,6890751
-0,579353655	0,226383202
-0,208883968	7,926363852
1,100560259	3,222043317
1,978483688	3,905822224
-1,212386425	0,879622632
0,21401946	7,187247774
-0,261596492	1,24493731
1,591155078	3,684462633
0,195908045	6,729103987
-0,545486578	1,456471959
-1,050156874	1,190586885
-0,776856583	7,277979849
0,319841788	4,391359151
1,018805732	3,577331641
1,621736429	3,962653992
-0,724757609	0,896880222
2,708237071	4,028806999
1,305044099	7,476741304
0,197018399	0,651882088
0,208496969	3,549604763
0,263156351	7,581469453
1,91861191	3,636884958
0,553590238	7,214342681
0,479483263	7,339444117
-0,898570471	0,472843601
-0,115168263	6,864630984
-0,581425218	1,20065135
1,080414363	3,973758999
-0,54852471	0,919181879
0,758920372	3,467873549
1,638646585	4,256978082
-0,692388579	0,830721369
1,709878651	3,736332672
-0,755143495	0,624642866
0,005662623	7,494959281
2,029943349	4,27787595
-0,582382036	1,004127116
0,406061108	3,561371139
-0,378702177	7,628242498
1,476111885	4,276007847
0,312710921	6,783433446
-0,705480948	0,812800331
-0,264052352	7,752153999
-0,70640786	0,836209963
-0,047280452	0,965171776
0,034441151	7,644928408
-0,335941477	1,037017959
-0,059556403	0,543910848
1,794082069	4,575486284
1,568868929	6,455555767
1,358255579	6,682194512
2,148964108	3,265517703
-0,982836921	0,775726445
0,262454326	7,057496865
-0,947041152	1,523888016
-0,793786076	-0,216953448
-0,379767682	7,93535537
1,504202317	3,163688832
0,595343732	7,603760425
2,042597745	3,866171029
1,930927331	3,919775145
0,8015528	3,347777344
1,121454537	4,041901957
0,975236043	7,134345152
0,766653359	4,146720642
